Text;Jahr;Häufigkeit;Ground Truth?;Ground-Truth Quelle/ID
Schack, Adolf Friedrich Graf von – Stesichoros;1849;1;0;
Schäfer, Karl – Karl V. bei Fugger;1883;1;0;
Schäfer, Karl – Karl V. in der Schloßkirche zu Wittenberg;1883;1;0;
Schäffer, Albrecht – Deutsches Kampfschiff im Feuer verendend;1919;1;0;
Schäffer, Albrecht – Requiem an Hans Lody;1919;1;0;
Schafheitlin, Adolf – Des Oheims Erzählung;1886;1;0;
Schanz, Frida – Die Marketenderin;1893;1;0;
Schauenburg, Eduard – Zum Gedächtnis Kaiser Wilhelms I.;1855;1;0;
Schaukal, Richard von – Eichendorff;1908;1;0;
Schaukal, Richard von – Ludwig Uhland;1908;1;0;
Scheffel, Joseph Viktor von – Abschied von der Stiraburg;1860;1;0;
Scheffel, Joseph Viktor von – Brunhilde;1859;1;0;
Scheffel, Joseph Viktor von – Der letzte Postillion;1860;1;0;
Scheffel, Joseph Viktor von – Des Biedermanns Abendgemütlichkeit;1860;1;0;
Scheffel, Joseph Viktor von – Die eiserne Hand;1860;1;0;
Scheffel, Joseph Viktor von – Die Gründung des Klosters Säckingen;1860;1;0;
Scheffel, Joseph Viktor von – Die Hunnen im Kloster Reichenau;1860;1;0;
Scheffel, Joseph Viktor von – Fahrende Leute. 1. Bruder Waghals;1860;1;0;
Scheffel, Joseph Viktor von – Fahrende Leute. 2. Irregang;1860;1;0;
Scheffel, Joseph Viktor von – Festlied zur Eröffnung der Franz Josef-Universität in Czernowitz;1860;1;0;
Scheffel, Joseph Viktor von – Heinrichs von Ofterdingen Rügelied wider Wolfram von Eschenbach;1860;1;0;
Scheffel, Joseph Viktor von – Lied fahrender Schüler;1860;1;0;
Scheffel, Joseph Viktor von – Wartburg-Dämmerung;1860;1;0;
Scheffel, Joseph Viktor von – Wolfram von Eschenbach. 1. Im Stegreif;1860;1;0;
Scheffel, Joseph Viktor von – Wolfram von Eschenbach. 2. Nachtlied;1860;1;0;
Scheffel, Joseph Viktor von – Wolfram von Eschenbach. 3. Dem Landgrafen Hermann den Parzival überreichend;1860;1;0;
Scheibelreiter, Ernst – Deutsche Ewigkeit;1931;1;0;
Scherenberg, Ernst – Deutsche Arbeit (22. Febr. 1878);1873;1;0;
Scherenberg, Ernst – Deutsche Flagge!;1873;1;0;
Scherenberg, Ernst – Deutscher Herd (1877);1873;1;0;
Scherenberg, Ernst – Ein Held noch in Rüstung, den Tod in der Brust;1873;1;0;
Scherenberg, Ernst – Gen Morgen!;1873;1;0;
Scherenberg, Ernst – Kaiser Wilhelms I. Lebenstrank;1873;1;0;
Scherenberg, Ernst – Stürme des Frühlings, brechet herein!;1873;1;0;
Scherenberg, Ernst – Wir bleiben (1892);1873;1;0;
Scherenberg, Ernst – Zum Kölner Dombaufest (15. Okt. 1880);1873;1;0;
Schießl, Joseph – Agesilaus und Epaminondas;1854;1;0;
Schießl, Joseph – Cäsar;1854;1;0;
Schießl, Joseph – Der Volkstribun;1854;1;0;
Schießl, Joseph – Die Pest in Athen;1854;1;0;
Schießl, Joseph – Hannibals Ende;1854;1;0;
Schießl, Joseph – Pyrrhus;1854;1;0;
Schiller, Johannes – Die Salzburger Emigranten;1846;1;0;
Schilling, August – Heroen-Bilder;1849;1;0;
Schirach, Baldur von – An die Fahne;1933;1;0;
Schirach, Baldur von – Erschlagener Kamerad;1929;1;0;
Schirach, Baldur von – Horst Wessel;1933;1;0;
Schirach, Baldur von – Ihr und wir;1933;1;0;
Schleifer, Moritz Leopold – Aufruf;1851;1;0;
Schleifer, Moritz Leopold – Der Kaiser und die Kinder;1851;1;0;
Schleifer, Moritz Leopold – Glückwunsch, dargebracht dem hrn. Erzherzog Ludwig zum Namensfeste am 25. August 1837 in Ischl von höchstdessen Neffen, den Erzherzogen Franz Josef, Ferd. Max, Karl Ludwig;1851;1;0;
Schleifer, Moritz Leopold – Hamilkar und sein Sohn;1851;1;0;
Schleifer, Moritz Leopold – Nach Rom;1851;1;0;
Schleinitz, Alexandra von – Ludolfs Tod;1876;1;0;
Schlimpert, Moritz – König Philipp II. von Maccedonien und Nikanor;1848;1;0;
Schlögel, Franz – Österreich spricht. 1. Zwischen gestern und morgen;1928;1;0;
Schlögel, Franz – Österreich spricht. 2. Wille und Werk;1928;1;0;
Schlögel, Franz – Österreich spricht. 3. Aufruf;1928;1;0;
Schlönbach, Karl Arnold – Friedrich Rothbarts Rückzug von der ersten Römerfahrt (1155);1841;1;0;
Schlönbach, Karl Arnold – Kaiser Friedrich Barbarossa vor Mailand;1841;1;0;
Schlönbach, Karl Arnold – Mailands Eroberung;1841;1;0;
Schlösser, Rainer – Die letzten Preußen;1933;1;0;
Schmidt-Cabanis, Richard – Den Manen Kaiser Wilhelms;1872;1;0;
Schmidt, Gustav Adolf D. – Das Tabakschnupfen eine noble Passion;1862;1;0;
Schmidt, Gustav Adolf D. – Die Hussiten vor Bernau;1862;1;0;
Schmied, Franz von – Des blinden Königs Johann Heldentod bei Crecy;1874;1;0;
Schmied, Franz von – Die Schlacht bei Saragossa;1874;1;0;
Schmied, Franz von – Edelsinn des Königs Ludwig des Großen von Ungarn;1874;1;0;
Schmied, Franz von – Kaiser Karl V. am Abend vor seiner Abdankung;1874;1;0;
Schmied, Franz von – Kaiser Rudolf II.;1874;1;0;
Schmied, Franz von – Karl V. am Abend vor seiner Abdankung;1874;1;0;
Schmied, Franz von – Mähr. Volkslieder;1874;1;0;
Schmitt, Karl – Eobanus Hesius in Erfurt;1841.5;1;0;
Schneider, Emil – Des Kaisers letzte Unterschrift;1873;1;0;
Schneider, Reinhold – Allein den betern (1936);1937;1;0;
Schneider, Rudolf – Procop Diewisch;1874;1;0;
Schnezler, August – Erwin von Steinbach;1843;1;0;
Schnezler, August – Mummelsees Rache;1843;1;0;
Schnezler, August – Zähringens Ursprung;1843;1;0;
Scholl, Karl – Am Strande von San-Remo;1854;1;0;
Scholl, Karl – Ans deutsche Vokl;1854;1;0;
Scholz, Wilhelm von – Der Strauchritter;1908;1;0;
Scholz, Wilhelm von – Der Überfall;1901;1;0;
Scholz, Wilhelm von – Hagen;1908;1;0;
Schönaich-Carolath, Emil von – Am Kaisergrabe;1886;1;0;
Schönaich-Carolath, Emil von – Daheim;1886;1;0;
Schönaich-Carolath, Emil von – Die Ketzertaufe;1886;1;0;
Schönaich-Carolath, Emil von – Lied des Gefangenen;1886;1;0;
Schönborn, Klara – Zurück!;1883;1;0;
Schönhardt, Karl – Das Lied vom General Staff;1867;1;0;
Schönhardt, Karl – Napoleon III. vor dem Ausbruch des Krieges gegen Frankreich;1867;1;0;
Schönhardt, Karl – Nur kein Diplomat!;1870;1;0;
Schöppner, Alexander – Das Turnier zu Landshut;1854;1;0;
Schöppner, Alexander – Der Mohrenkopf im Lauinger Wappen;1854;1;0;
Schöppner, Alexander – Ludwig der Baier und Friedrich der Schöne;1854;1;0;
Schöppner, Alexander – St. Emmeran;1854;1;0;
Schröder, Rudolf Alexander – Deutscher Schwur;1912;1;0;
Schröder, Rudolf Alexander – Deutsches Lied;1912;1;0;
Schröder, Rudolf Alexander – Hymne;1912;1;0;
Schröder, Rudolf Alexander – Reiterlied;1912;1;0;
Schröder, Rudolf Alexander – Soldaten-Abschied;1912;1;0;
Schrott, Johannes – König Ludwig I.;1858;1;0;
Schrott, Johannes – Savonarola am Sterbebette Lorenzo’s des Prächtigen;1858;1;0;
Schrott, Johannes – Zu Görres Todtenfeier;1858;1;0;
Schrutz, Demetrius – Abrechnung;1890;1;0;
Schrutz, Demetrius – Der Langobardentrunk;1890;1;0;
Schrutz, Demetrius – Der verwundete Franzose;1890;1;0;
Schrutz, Demetrius – Die Schill’schen Offiziere;1890;1;0;
Schrutz, Demetrius – Hans, der Trompeter;1890;1;0;
Schrutz, Demetrius – Kaiser Joseph II. und der Stutzer;1890;1;0;
Schrutz, Demetrius – Königin Luise und das arme Kind;1890;1;0;
Schrutz, Demetrius – Prinz Eugens Rache;1890;1;0;
Schrutz, Demetrius – Toni Köhler;1890;1;0;
Schrutz, Demetrius – Treuer Tod;1890;1;0;
Schücking, Levin Ludwig – Aus Westfalen;1848;1;0;
Schücking, Levin Ludwig – Das Reichspanier;1848;1;0;
Schücking, Levin Ludwig – Der deutsche Michael;1848;1;0;
Schücking, Levin Ludwig – Jakob Balde;1848;1;0;
Schücking, Levin Ludwig – Poesie;1848;1;0;
Schücking, Levin Ludwig – Werner Busch;1848;1;0;
Schuler von Libley, Friedrich – St. Majestät bevollmächtigter Commissär für den Landtag in Siebenbürgen FML. Ludw. Grf. Folliot de Crenneville;1861;1;0;
Schüler, August – Des Kaiser Friedrich III. Heimgang;1861;1;0;
Schüler, August – Die beiden Käthen;1861;1;0;
Schüler, August – Die Schlacht am Kremmener Damm;1861;1;0;
Schüler, August – Die Schlacht bei Torgau;1861;1;0;
Schüler, August – Heinrich II. und Kunigunde;1861;1;0;
Schüler, August – Hohenzollern-Schwäne;1861;1;0;
Schüler, August – Kurfürst Friedrich der Sanfrmütige und sein Bruder;1861;1;0;
Schüler, August – Luise Henriette, Kurfürstin v. Brandenb.;1861;1;0;
Schüler, August – Otto II. nach der Schlacht bei Cotrone;1861;1;0;
Schüler, Gustav – Der Küster von Emmersbach (1813);1902;1;0;
Schüler, Gustav – Der tote Reiter;1902;1;0;
Schüler, Gustav – Die Heimat;1902;1;0;
Schüler, Gustav – Klingers Beethoven;1902;1;0;
Schulpe, Georg von – Asa-Chor;1900;1;0;
Schulpe, Georg von – Baldurs Tod;1900;1;0;
Schulpe, Georg von – Die Bifrostbrücke;1900;1;0;
Schults, Adolf – Copernikus, Columbus, Gutenberg, Luther;1854;1;0;
Schults, Adolf – Der alte Fritz und das Plakat (Hans Sachs Manier);1842;1;0;
Schults, Adolf – Die Reformation;1854;1;0;
Schults, Adolf – Die Solothurner;1847;1;0;
Schults, Adolf – Die Wartburg;1854;1;0;
Schults, Adolf – Erasmus von Rotterdam;1854;1;0;
Schults, Adolf – Herzog Leopold von Oestreich vor Solothurn;1854;1;0;
Schults, Adolf – Lamm und Leu;1854;1;0;
Schults, Adolf – Luther vor der Reichsverssammlung;1854;1;0;
Schults, Adolf – Luther’s Bibel;1854;1;0;
Schults, Adolf – Max von Schenkendorf’s Heimgang;1854;1;0;
Schults, Adolf – Präludium;1854;1;0;
Schults, Adolf – Winkelrieds Kapelle;1847;1;0;
Schulz, Gabriele – Die alte Uhr;1894;1;0;
Schumann, Gerhard – Heldische Feier;1933;1;0;
Schumann, Gerhard – Hitler;1933;1;0;
Schwartzkopff, A. – Aus Hessenmunde;1852;1;0;
Schwartzkopff, A. – Kaiserlied;1852;1;0;
Schwarz, Hans – Aufbruch;1924;1;0;
Schwarz, Hans – Der Führer;1924;1;0;
Schwarz, Hans – Der Jugend;1924;1;0;
Schwarz, Hans – Der unbekannte Soldat;1924;1;0;
Schwarz, Hans – Deutschland;1924;1;0;
Schwarz, Hans – Florain Geyer;1924;1;0;
Schwarz, Hans – Harald Kampfzahn;1924;1;0;
Schwarz, Hans – Hölderlin;1924;1;0;
Schwarz, Hans – Leuthen;1924;1;0;
Schwarz, Hans – Luther;1924;1;0;
Schwarz, Hans – Revolution;1924;1;0;
Schwarz, Hans – Totenchor;1924;1;0;
Schwarzbach, Joseph – Andr. Baumkirchner’s Heldenkampf bei Wr.-Neustadt;1874;1;0;
Schwarzbach, Joseph – Die Schlacht bei Radkersburg;1874;1;0;
Schwarzbach, Joseph – Ferdinand I.;1874;1;0;
Schwarzbach, Joseph – Josef I.;1874;1;0;
Schwetschke, Eugen – Am 9. März;1878;1;0;
Schwetschke, Eugen – An Kaiser Wilhelm II.;1878;1;0;
Schwetschke, Eugen – Bismarcklied;1878;1;0;
Seeliger, Ewald Gerhard – Der Gonger;1911;1;0;
Seeliger, Ewald Gerhard – Des Königs erster Sieg (10. April 1741);1911;1;0;
Seeliger, Ewald Gerhard – Die beiden Deserteure;1911;1;0;
Seidel, Ina – 1914;1910;1;0;
Seidel, Ina – Brüder;1919;1;0;
Seidel, Ina – Das Land und wir;1919;1;0;
Seidel, Ina – Friedenslitanei;1919;1;0;
Seidel, Ina – Kein Frühling (1914);1919;1;0;
Seidel, Ina – Marschrhythmen des Infanterieregiments Hundertund…;1919;1;0;
Seidel, Ina – Totenklage;1919;1;0;
Seidel, Ina – Winternacht;1919;1;0;
Selchow, Bogislaw von – Aber;1911;1;0;
Selchow, Bogislaw von – Die Hohenzollern;1911;1;0;
Selchow, Bogislaw von – Du;1911;1;0;
Selchow, Bogislaw von – Einem freien Lande;1911;1;0;
Selchow, Bogislaw von – Kunersdorf;1911;1;0;
Selchow, Bogislaw von – Tejas Schwur;1911;1;0;
Sergel, Albert – Haralds Tod;1910;1;0;
Seydel, Max von – Pompejanisches Gastmahl;1880;1;0;
Seydel, Max von – Sphakteria;1880;1;0;
Seyffardt, Johann Lodewyk Karel Frederik – Der Geusenbund;1858;1;0;
Silberstein, August – Der Löwe von Aspern;1861;1;0;
Sperl, August – Der Überfall;1896;1;0;
Spiero, Heinrich – Martin Luther;1910;1;0;
Spitteler, Carl – Die jodelnden Schildwachen;1879;1;0;
Spitteler, Carl – Hildebrand;1879;1;0;
Spitteler, Carl – Tote Erde;1879;1;0;
Stadelmann, Heinrich – Achilles und Lachesis;1864;1;0;
Stadelmann, Heinrich – Hesiod;1864;1;0;
Stadelmann, Heinrich – Pan ist tot;1864;1;0;
Stadler, Ernst – Simplicius wird Einsiedler im Schwarzwald;1898.5;1;0;
Stauf von der Mark, Ottokar – Hermanns Botschaft an Marbod;1902;1;0;
Steguweit, Heinz – Deutschland;1931;1;0;
Steinacker, Gustav – Josef Freih. v. Götvös;1843;1;0;
Steinbach, Walter – Die Namenlosen marschieren …;1923;1;0;
Steinberger, Alfons – Hannibals Tod;1886;1;0;
Steller, Konrad Gustav – Das Weberhaus von Donchery;1897;1;0;
Stemmann, Ernst – Olaf Trygvason;1910;1;0;
Stemplinger, Eduard – Charons Fracht;1904;1;0;
Stens, W. – Das Deutsche Reich;1844;1;0;
Stern, Maurice von – Xerxes und das Meer;1894;1;0;
Sternau, C. O. – Karl V. und der Doge Andreas Doria;1857;1;0;
Sternau, Edmund – Hannibal;1873;1;0;
Sternau, Edmund – Zu Worms;1873;1;0;
Sternberg, Leo – Bismarcks Geschlecht;1856.5;1;0;
Sternberg, Leo – Die Landung der Sachsen;1856.5;1;0;
Stettenheim, Julius – An Moltke (Graf Helmmuth von Moltke, geb. 26. Oktbr. 1800);1865;1;0;
Stieler, Karl – Herr Walther;1876;1;0;
Stieler, Karl – Hoch drobn am Berg;1876;1;0;
Stieler, Karl – Hunnenzug;1876;1;0;
Stieler, Karl – Im Lager der Bauern;1876;1;0;
Stieler, Karl – Kaiser Ludwig der Bayer;1876;1;0;
Stieler, Karl – König Konrad der Junge (1268);1876;1;0;
Stieler, Karl – Totenklage (1268);1876;1;0;
Stieler, Karl – Unter der Linde. Auferstehung;1876;1;0;
Stieler, Karl – Unter der Linde. Heilige Pilger;1876;1;0;
Stieler, Karl – Unter der Linde. Hunnenzug;1876;1;0;
Stieler, Karl – Unter der Linde. Im Schwedenkrieg;1876;1;0;
Stieler, Karl – Unter der Linde. Ins heilige Land;1876;1;0;
Stieler, Karl – Unter der Linde. Waldeinsamkeit;1876;1;0;
Stieler, Karl – Unter der Linde. Wandergruß. Da wacht ich auf;1876;1;0;
Stieler, Karl – Unter der Linde. Wandergruß. Im grünen Hochland;1876;1;0;
Stieler, Karl – Unter der Linde. Winternacht;1876;1;0;
Stieler, Karl – Wildes Gejaid;1876;1;0;
Stieler, Karl – Wunde Heimkehr;1876;1;0;
Stöber, Adolf – Basilius d. Gr. letzter Tag;1844;1;0;
Stöber, Adolf – Das Steinthal;1844;1;0;
Stöber, Adolf – In den Katakomben;1844;1;0;
Stöber, Adolf – Methodius und der Bulgarenherzog;1844;1;0;
Stöber, Adolf – Napoleon und General Rapp;1844;1;0;
Stöber, Adolf – Pipin der Höcker;1844;1;0;
Stöber, Adolf – Preis der deutschen Sprache;1844;1;0;
Stöber, Adolf – Schwarzerd;1844;1;0;
Stöber, Adolf – Zwingli am Feste der Engewleihe zu Einsiedeln;1844;1;0;
Stöber, August – Dem Vogesus;1842;1;0;
Stöber, August – Wasgau und Schwarzwald;1842;1;0;
Stoffregen, Goetz Otto – Im Feldlazarett;1930;1;0;
Stona, Maria – Die Weber;1895;1;0;
Storm, Theodor – 1864;1851;1;0;
Storm, Theodor – Als Schleswig dänisch ward (1850);1851;1;0;
Storm, Theodor – Im Herbste 1850;1851;1;0;
Strachwitz, Nora von – Der Kaiser;1892;1;0;
Strachwitz, Nora von – Zum 27. Januar 1889;1885;1;0;
Strauß und Torney, Lulu von – Das Schweißtuch der Veronika;1907;1;0;
Strauß und Torney, Lulu von – Der Wolf der Dürings;1907;1;0;
Strauß und Torney, Lulu von – Geusenbotschaft;1907;1;0;
Strauß und Torney, Lulu von – Hinter den Dünen;1907;1;0;
Strauß und Torney, Lulu von – Letzte Ernte;1907;1;0;
Strauß und Torney, Lulu von – Tambour Leroi;1907;1;0;
Strauß, David Friedrich – Gluck;1842;1;0;
Strauß, Victor von – Der geheime Bunde;1843;1;0;
Strauß, Victor von – Des Propheten Erdengang;1843;1;0;
Strauß, Victor von – Kaiser Heinrich (V.) versucht die Kaiserin;1843;1;0;
Strobl, Karl Hans – Das stumme Heer;1911;1;0;
Strobl, Karl Hans – Junge Menschen (1924);1911;1;0;
Strodtmann, Adolf – „Die Wacht am Rhein“ bei Chateaudun;1863;1;0;
Strodtmann, Adolf – Der Flüchtling;1851;1;0;
Strodtmann, Adolf – Friedens-Cantate;1863;1;0;
Strodtmann, Adolf – Rast auf dem Marsche;1863;1;0;
Sturm, August – Das Ende des Kaisers Mauritius;1870;1;0;
Sturm, August – Des Berggeists Rache;1886;1;0;
Sturm, August – Wie sich ein Pommer 1870 durch Einhauen das Eiserne Kreuz verdient;1886;1;0;
Sturm, Julius – Alboins Waffenweihe;1850;1;0;
Sturm, Julius – Am Strande von Accon;1850;1;0;
Sturm, Julius – Bambyses und Psammenit. 525 v. Chr.;1850;1;0;
Sturm, Julius – Beim Tode seines Lenchen;1850;1;0;
Sturm, Julius – Blücher bei Ligny;1850;1;0;
Sturm, Julius – Blücher und Wellington;1850;1;0;
Sturm, Julius – Das Ende des Kaisers Mauritius. 602 n. Chr.;1850;1;0;
Sturm, Julius – Das Winterfest in Husum;1850;1;0;
Sturm, Julius – Die Schlacht beim schönen Bunde. 18. Juni 1815;1850;1;0;
Sturm, Julius – Dr. Luther am Schreibtisch;1850;1;0;
Sturm, Julius – Dr. Luther und das Vöglein;1850;1;0;
Sturm, Julius – Eine Königswahl;1850;1;0;
Sturm, Julius – Eine Königswahl (Otto I.);1850;1;0;
Sturm, Julius – Erhalt’ uns, Herr, bei deinem Wort!;1850;1;0;
Sturm, Julius – Etzels Klage;1850;1;0;
Sturm, Julius – Frau Elsa;1850;1;0;
Sturm, Julius – Gebet;1850;1;0;
Sturm, Julius – Gneisenau;1850;1;0;
Sturm, Julius – Ich kann nicht anders;1850;1;0;
Sturm, Julius – In der Heimat;1850;1;0;
Sturm, Julius – Kaiser Otto mit dem Barte und Heinrich von Kempten;1850;1;0;
Sturm, Julius – Kambyses und Pfammenit;1850;1;0;
Sturm, Julius – König Wilhelm;1850;1;0;
Sturm, Julius – Nach der Capitulation von Toul;1850;1;0;
Tangermann, Wilhelm – Dem neuen Deutschland. 1867;1849;1;0;
Tangermann, Wilhelm – Heilige Kunst;1849;1;0;
Taube, Otto von – Gebet (1940);1913;1;0;
Taube, Otto von – Nebukadnezar (1940);1913;1;0;
Taubert, Emil – Hoch! durch den Schloßpark schreitet leise;1878;1;0;
Tegetthoff, Wilhelm von – An Heinrich v. Littrow üb. d. Sieg bei Helgoland;1861;1;0;
Tetzner, Franz – Althochdeutsches Schlummerlied;1889;1;0;
Tetzner, Franz – An der Mosella;1889;1;0;
Tetzner, Franz – Der Auszug der Kimbern und Teutonen (113 v. Chr.);1889;1;0;
Tetzner, Franz – Die Deutschen in Italien;1889;1;0;
Tetzner, Franz – Die Deutschen in Ostafrika;1889;1;0;
Tetzner, Franz – Heinrich IV. (25.–27. Jan. 1077);1889;1;0;
Tetzner, Franz – Pytheas (330 v. Chr.);1889;1;0;
Thoma, Albrecht – Zum 27. Januar;1878;1;0;
Thoma, Ludwig – Dem Sieger von Tannenberg und Lyck (1914);1901;1;0;
Thoma, Ludwig – Englands Kriegserklärung;1901;1;0;
Thoma, Ludwig – Held Hindenburg;1901;1;0;
Thoma, Ludwig – Reiterlied 1914;1901;1;0;
Thoma, Ludwig – Zwei Helden;1901;1;0;
Thouret, Georg – Moltkelied;1889;1;0;
Thrasolt, Ernst – Abschied;1912;1;0;
Thrasolt, Ernst – Lazarettzüge;1912;1;0;
Thrasolt, Ernst – Sorgen;1912;1;0;
Thrasolt, Ernst – Und die Züge …;1912;1;0;
Thrasolt, Ernst – Vermißt!;1912;1;0;
Träger, Albert – Der Kaisersoldat (1864);1864;1;0;
Träger, Albert – Verlaßt, die Euch vertrauen, nicht!;1864;1;0;
Trakl, Georg – Grodek (1914);1900.5;1;0;
Tränckner, Cristian – Altes Lied eines Mönches in Kriegszeit;1906;1;0;
Trautmann, Franz – Bäcker Hisans Söhne;1847;1;0;
Trautmann, Franz – Das Lied vom von der Tann;1847;1;0;
Trautmann, Franz – Der Konz und der Danz;1847;1;0;
Trede, Paul – Bei Kolding;1863;1;0;
Treitschke, Heinrich von – Ambrosius Dalfinger;1868;1;0;
Treitschke, Heinrich von – Der Stedinger Ende. 1234;1868;1;0;
Treller, Franz – Die Hörge;1873;1;0;
Trimmel, Josef Franz – Josef der Einzige;1852;1;0;
Trimmel, Josef Franz – Maximilian I.;1852;1;0;
Trimmel, Josef Franz – Richezza von Babenberg;1852;1;0;
Trojan, Johannes – An die deutsche Kunst;1871;1;0;
Trojan, Johannes – Bitte aus dem Feldlager;1871;1;0;
Trojan, Johannes – Moltkes Tod;1871;1;0;
Trojan, Johannes – Nach den Festen;1871;1;0;
Trojan, Johannes – Turnvater Jahn;1871;1;0;
Tschabuschnigg, Adolf Ignaz von – Bertran de Born;1843;1;0;
Tschabuschnigg, Adolf Ignaz von – Das Mainzer Reichsfest im Jahre 1184;1843;1;0;
Tschabuschnigg, Adolf Ignaz von – Des Herzogs Radbot Taufe. 718 n. Chr.;1843;1;0;
Tucholsky, Kurt – Das Dritte Reich (1932);1924;1;0;
Tucholsky, Kurt – Vor Verdun;1924;1;0;
Twiehausen, Odo – Kaiserin Auguste Viktoria, ein Hort der Armen;1891;1;0;
Uhlmann-Bixterheide, Wilhelm – Hannes von der Mauer;1906;1;0;
Ungerer, Christian Adolf – Rizio’s Ermordung;1858;1;0;
Unruh, Fritz von – Ich hab nur eine Liebe (1939);1919;1;0;
Veit, Ernst – Die faule Grete;1861;1;0;
